s,POWERELECTRICALFRONT,POWERELECTRICALREAR,POWERELECTRICALTOTAL
19.550001,0,4.803,4.803
19.560001,0,4.802,4.802
19.570001,0,4.802,4.802
19.580001,0,4.801,4.801
19.590001,0,4.801,4.801
19.600001,0,4.801,4.801
19.610001,0,4.801,4.801
19.620001,0,4.8,4.8
19.630001,0,4.8,4.8
19.640001,0,4.799,4.799
19.650001,0,4.799,4.799
19.660001,0,4.799,4.799
19.670001,0,4.799,4.799
19.680001,0,4.799,4.799
19.690001,0,4.799,4.799
19.700001,0,4.798,4.798
19.710001,0,4.798,4.798
19.720001,0,4.797,4.797
19.730001,0,4.797,4.797
19.740001,0,4.797,4.797
19.750001,0,4.797,4.797
19.760001,0,4.796,4.796
19.770001,0,4.796,4.796
19.780001,0,4.795,4.795
19.790001,0,4.795,4.795
19.800001,0,4.795,4.795
19.810001,0,4.795,4.795
19.820001,0,4.796,4.796
19.830001,0,4.796,4.796
19.840001,0,4.795,4.795
19.850001,0,4.795,4.795
19.860001,0,4.794,4.794
19.870001,0,4.794,4.794
19.880001,0,4.794,4.794
19.890001,0,4.794,4.794
19.900001,0,4.793,4.793
19.910001,0,4.793,4.793
19.920001,0,4.793,4.793
19.930001,0,4.793,4.793
19.940001,0,4.792,4.792
19.950001,0,4.792,4.792
19.960001,0,4.792,4.792
19.970001,0,4.792,4.792
19.980001,0,4.792,4.792
19.990001,0,4.792,4.792
20.000001,0,4.792,4.792
20.010001,0,4.792,4.792
20.020001,0,4.792,4.792
20.030001,0,4.792,4.792
20.040001,0,4.792,4.792
20.050001,0,4.792,4.792
20.060001,0,4.793,4.793
20.070001,0,4.793,4.793
20.080001,0,4.796,4.796
20.090001,0,4.796,4.796
20.100001,0,4.795,4.795
20.110001,0,4.795,4.795
20.120001,0,4.795,4.795
20.130001,0,4.795,4.795
20.140001,0,4.794,4.794
20.150001,0,4.794,4.794
20.160001,0,4.793,4.793
20.170001,0,4.793,4.793
20.180001,0,4.793,4.793
20.190001,0,4.793,4.793
20.200001,0,4.792,4.792
20.210001,0,4.792,4.792
20.220001,0,4.792,4.792
20.230001,0,4.792,4.792
20.240001,0,4.791,4.791
20.250001,0,4.791,4.791
20.260001,0,4.79,4.79
20.270001,0,4.79,4.79
20.280001,0,4.79,4.79
20.290001,0,4.79,4.79
20.300001,0,4.789,4.789
20.310001,0,4.789,4.789
20.320001,0,4.789,4.789
20.330001,0,4.789,4.789
20.340001,0,4.788,4.788
20.350001,0,4.788,4.788
20.360001,0,4.788,4.788
20.370001,0,4.788,4.788
20.380001,0,4.787,4.787
20.390001,0,4.787,4.787
20.400001,0,4.786,4.786
20.410001,0,4.786,4.786
20.420001,0,4.786,4.786
20.430001,0,4.786,4.786
20.440001,0,4.786,4.786
20.450001,0,4.786,4.786
20.460001,0,4.786,4.786
20.470001,0,4.786,4.786
20.480001,0,4.785,4.785
20.490001,0,4.785,4.785
20.500001,0,4.785,4.785
20.510001,0,4.785,4.785
20.520001,0,4.784,4.784
20.530001,0,4.784,4.784
20.540001,0,4.783,4.783
20.550001,0,4.783,4.783
20.560001,0,4.782,4.782
20.570001,0,4.782,4.782
20.580001,0,4.782,4.782
20.590001,0,4.782,4.782
20.600001,0,4.782,4.782
20.610001,0,4.782,4.782
20.620001,0,4.781,4.781
20.630001,0,4.781,4.781
20.640001,0,4.781,4.781
20.650001,0,4.781,4.781
20.660001,0,4.78,4.78
20.670001,0,4.78,4.78
20.680001,0,4.779,4.779
20.690001,0,4.779,4.779
20.700001,0,4.778,4.778
20.710001,0,4.778,4.778
20.720001,0,4.778,4.778
20.730001,0,4.778,4.778
20.740001,0,4.778,4.778
20.750001,0,4.778,4.778
20.760001,0,4.778,4.778
20.770001,0,4.778,4.778
20.780001,0,4.777,4.777
20.790001,0,4.777,4.777
20.800001,0,4.776,4.776
20.810001,0,4.776,4.776
20.820001,0,4.776,4.776
20.830001,0,4.776,4.776
20.840001,0,4.78,4.78
20.850001,0,4.78,4.78
20.860001,0,4.779,4.779
20.870001,0,4.779,4.779
20.880001,0,4.779,4.779
20.890001,0,4.779,4.779
20.900001,0,4.778,4.778
20.910001,0,4.778,4.778
20.920001,0,4.778,4.778
20.930001,0,4.778,4.778
20.940001,0,4.778,4.778
20.950001,0,4.778,4.778
20.960001,0,4.777,4.777
20.970001,0,4.777,4.777
20.980001,0,4.776,4.776
20.990001,0,4.776,4.776
21.000001,0,4.776,4.776
21.010001,0,4.776,4.776
21.020001,0,4.775,4.775
21.030001,0,4.775,4.775
21.040001,0,4.775,4.775
21.050001,0,4.775,4.775
21.060001,0,4.774,4.774
21.070001,0,4.774,4.774
21.080001,0,4.774,4.774
21.090001,0,4.774,4.774
21.100001,0,4.774,4.774
21.110001,0,4.774,4.774
21.120001,0,4.773,4.773
21.130001,0,4.773,4.773
21.140001,0,4.772,4.772
21.150001,0,4.772,4.772
21.160001,0,4.772,4.772
21.170001,0,4.772,4.772
21.180001,0,4.771,4.771
21.190001,0,4.771,4.771
21.200001,0,4.77,4.77
21.210001,0,4.77,4.77
21.220001,0,4.77,4.77
21.230001,0,4.77,4.77
21.240001,0,4.77,4.77
21.250001,0,4.77,4.77
21.260001,0,4.77,4.77
21.270001,0,4.77,4.77
21.280001,0,4.768,4.768
21.290001,0,4.768,4.768
21.300001,0,4.768,4.768
21.310001,0,4.768,4.768
21.320001,0,4.768,4.768
21.330001,0,4.768,4.768
21.340001,0,4.767,4.767
21.350001,0,4.767,4.767
21.360001,0,4.767,4.767
21.370001,0,4.767,4.767
21.380001,0,4.767,4.767
21.390001,0,4.767,4.767
21.400001,0,4.766,4.766
21.410001,0,4.766,4.766
21.420001,0,4.766,4.766
21.430001,0,4.766,4.766
21.440001,0,4.765,4.765
21.450001,0,4.765,4.765
21.460001,0,4.764,4.764
21.470001,0,4.764,4.764
21.480001,0,4.764,4.764
21.490001,0,4.764,4.764
21.500001,0,4.764,4.764
21.510001,0,4.764,4.764
21.520001,0,4.764,4.764
21.530001,0,4.764,4.764
21.540001,0,4.763,4.763
21.550001,0,4.763,4.763
21.560001,0,4.763,4.763
21.570001,0,4.763,4.763
21.580001,0,4.763,4.763
21.590001,0,4.763,4.763
21.600001,0,4.762,4.762
21.610001,0,4.762,4.762
21.620001,0,4.762,4.762
21.630001,0,4.762,4.762
21.640001,0,4.761,4.761
21.650001,0,4.761,4.761
21.660001,0,4.761,4.761
21.670001,0,4.761,4.761
21.680001,0,4.761,4.761
21.690001,0,4.761,4.761
21.700001,0,4.761,4.761
21.710001,0,4.761,4.761
21.720001,0,4.76,4.76
21.730001,0,4.76,4.76
21.740001,0,4.76,4.76
21.750001,0,4.76,4.76
21.760001,0,4.76,4.76
21.770001,0,4.76,4.76
21.780001,0,4.759,4.759
21.790001,0,4.759,4.759
21.800001,0,4.758,4.758
21.810001,0,4.758,4.758
21.820001,0,4.758,4.758
21.830001,0,4.758,4.758
21.840001,0,4.758,4.758
21.850001,0,4.758,4.758
21.860001,0,4.758,4.758
21.870001,0,4.758,4.758
21.880001,0,4.757,4.757
21.890001,0,4.757,4.757
21.900001,0,4.757,4.757
21.910001,0,4.757,4.757
21.920001,0,4.756,4.756
21.930001,0,4.756,4.756
21.940001,0,4.756,4.756
21.950001,0,4.756,4.756
21.960001,0,4.755,4.755
21.970001,0,4.755,4.755
21.980001,0,4.755,4.755
21.990001,0,4.755,4.755
22.000001,0,4.755,4.755
22.010001,0,4.755,4.755
22.020001,0,4.755,4.755
22.030001,0,4.755,4.755
22.040001,0,4.754,4.754
22.050001,0,4.754,4.754
22.060001,0,4.754,4.754
22.070001,0,4.754,4.754
22.080001,0,4.753,4.753
22.090001,0,4.753,4.753
22.100001,0,4.753,4.753
22.110001,0,4.753,4.753
22.120001,0,4.752,4.752
22.130001,0,4.752,4.752
22.140001,0,4.752,4.752
22.150001,0,4.752,4.752
22.160001,0,4.752,4.752
22.170001,0,4.752,4.752
22.180001,0,4.751,4.751
22.190001,0,4.751,4.751
22.200001,0,4.751,4.751
22.210001,0,4.751,4.751
22.220001,0,4.75,4.75
22.230001,0,4.75,4.75
22.240001,0,4.75,4.75
22.250001,0,4.75,4.75
22.260001,0,4.753,4.753
22.270001,0,4.753,4.753
22.280001,0,4.753,4.753
22.290001,0,4.753,4.753
22.300001,0,4.753,4.753
22.310001,0,4.753,4.753
22.320001,0,4.753,4.753
22.330001,0,4.753,4.753
22.340001,0,4.752,4.752
22.350001,0,4.752,4.752
22.360001,0,4.752,4.752
22.370001,0,4.752,4.752
22.380001,0,4.751,4.751
22.390001,0,4.751,4.751
22.400001,0,4.751,4.751
22.410001,0,4.751,4.751
22.420001,0,4.75,4.75
22.430001,0,4.75,4.75
22.440001,0,4.75,4.75
22.450001,0,4.75,4.75
22.460001,0,4.75,4.75
22.470001,0,4.75,4.75
22.480001,0,4.749,4.749
22.490001,0,4.749,4.749
22.500001,0,4.749,4.749
22.510001,0,4.749,4.749
22.520001,0,4.748,4.748
22.530001,0,4.748,4.748
22.540001,0,4.748,4.748
22.550001,0,4.748,4.748
22.560001,0,4.747,4.747
22.570001,0,4.747,4.747
22.580001,0,4.747,4.747
22.590001,0,4.747,4.747
22.600001,0,4.747,4.747
22.610001,0,4.747,4.747
22.620001,0,4.746,4.746
22.630001,0,4.746,4.746
22.640001,0,4.746,4.746
22.650001,0,4.746,4.746
22.660001,0,4.746,4.746
22.670001,0,4.746,4.746
22.680001,0,4.745,4.745
22.690001,0,4.745,4.745
22.700001,0,4.745,4.745
22.710001,0,4.745,4.745
22.720001,0,4.744,4.744
22.730001,0,4.744,4.744
22.740001,0,4.743,4.743
22.750001,0,4.743,4.743
22.760001,0,4.743,4.743
22.770001,0,4.743,4.743
22.780001,0,4.743,4.743
22.790001,0,4.743,4.743
22.800001,0,4.743,4.743
22.810001,0,4.743,4.743
22.820001,0,4.742,4.742
22.830001,0,4.742,4.742
22.840001,0,4.742,4.742
22.850001,0,4.742,4.742
22.860001,0,4.741,4.741
22.870001,0,4.741,4.741
22.880001,0,4.741,4.741
22.890001,0,4.741,4.741
22.900001,0,4.74,4.74
22.910001,0,4.74,4.74
22.920001,0,4.74,4.74
22.930001,0,4.74,4.74
22.940001,0,4.74,4.74
22.950001,0,4.74,4.74
22.960001,0,4.739,4.739
22.970001,0,4.739,4.739
22.980001,0,4.739,4.739
22.990001,0,4.739,4.739
23.000001,0,4.739,4.739
23.010001,0,4.739,4.739
23.020001,0,4.738,4.738
23.030001,0,4.738,4.738
23.040001,0,4.738,4.738
23.050001,0,4.738,4.738
23.060001,0,4.738,4.738
23.070001,0,4.738,4.738
23.080001,0,4.738,4.738
23.090001,0,4.738,4.738
23.100001,0,4.738,4.738
23.110001,0,4.738,4.738
23.120001,0,4.737,4.737
23.130001,0,4.737,4.737
23.140001,0,4.737,4.737
23.150001,0,4.737,4.737
23.160001,0,4.736,4.736
23.170001,0,4.736,4.736
23.180001,0,4.736,4.736
23.190001,0,4.736,4.736
23.200001,0,4.735,4.735
23.210001,0,4.735,4.735
23.220001,0,4.735,4.735
23.230001,0,4.735,4.735
23.240001,0,4.735,4.735
23.250001,0,4.735,4.735
23.260001,0,4.735,4.735
23.270001,0,4.735,4.735
23.280001,0,4.734,4.734
23.290001,0,4.734,4.734
23.300001,0,4.734,4.734
23.310001,0,4.734,4.734
23.320001,0,4.734,4.734
23.330001,0,4.734,4.734
23.340001,0,4.733,4.733
23.350001,0,4.733,4.733
23.360001,0,4.732,4.732
23.370001,0,4.732,4.732
23.380001,0,4.732,4.732
23.390001,0,4.732,4.732
23.400001,0,4.732,4.732
23.410001,0,4.732,4.732
23.420001,0,4.732,4.732
23.430001,0,4.732,4.732
23.440001,0,4.731,4.731
23.450001,0,4.731,4.731
23.460001,0,4.73,4.73
23.470001,0,4.73,4.73
23.480001,0,4.73,4.73
23.490001,0,4.73,4.73
23.500001,0,4.73,4.73
23.510001,0,4.73,4.73
23.520001,0,4.73,4.73
23.530001,0,4.73,4.73
23.540001,0,4.729,4.729
23.550001,0,4.729,4.729
23.560001,0,4.729,4.729
23.570001,0,4.729,4.729
23.580001,0,4.729,4.729
23.590001,0,4.729,4.729
23.600001,0,4.729,4.729
23.610001,0,4.729,4.729
23.620001,0,4.729,4.729
23.630001,0,4.729,4.729
23.640001,0,4.728,4.728
23.650001,0,4.728,4.728
23.660001,0,4.728,4.728
23.670001,0,4.728,4.728
23.680001,0,4.731,4.731
23.690001,0,4.731,4.731
23.700001,0,4.731,4.731
23.710001,0,4.731,4.731
23.720001,0,4.731,4.731
23.730001,0,4.731,4.731
23.740001,0,4.73,4.73
23.750001,0,4.73,4.73
23.760001,0,4.73,4.73
23.770001,0,4.73,4.73
23.780001,0,4.729,4.729
23.790001,0,4.729,4.729
23.800001,0,4.729,4.729
23.810001,0,4.729,4.729
23.820001,0,4.728,4.728
23.830001,0,4.728,4.728
23.840001,0,4.728,4.728
23.850001,0,4.728,4.728
23.860001,0,4.728,4.728
23.870001,0,4.728,4.728
23.880001,0,4.727,4.727
23.890001,0,4.727,4.727
23.900001,0,4.727,4.727
23.910001,0,4.727,4.727
23.920001,0,4.727,4.727
23.930001,0,4.727,4.727
23.940001,0,4.726,4.726
23.950001,0,4.726,4.726
23.960001,0,4.725,4.725
23.970001,0,4.725,4.725
23.980001,0,4.725,4.725
23.990001,0,4.725,4.725
24.000001,0,4.724,4.724
24.010001,0,4.724,4.724
24.020001,0,4.725,4.725
24.030001,0,4.725,4.725
24.040001,0,4.725,4.725
24.050001,0,4.725,4.725
24.060001,0,4.725,4.725
24.070001,0,4.725,4.725
24.080001,0,4.725,4.725
24.090001,0,4.725,4.725
24.100001,0,4.725,4.725
24.110001,0,4.725,4.725
24.120001,0,4.724,4.724
24.130001,0,4.724,4.724
24.140001,0,4.724,4.724
24.150001,0,4.724,4.724
24.160001,0,4.724,4.724
24.170001,0,4.724,4.724
24.180001,0,4.724,4.724
24.190001,0,4.724,4.724
24.200001,0,4.725,4.725
24.210001,0,4.725,4.725
24.220001,0,4.724,4.724
24.230001,0,4.724,4.724
24.240001,0,4.724,4.724
24.250001,0,4.724,4.724
24.260001,0,4.724,4.724
24.270001,0,4.724,4.724
24.280001,0,4.724,4.724
24.290001,0,4.724,4.724
24.300001,0,4.723,4.723
24.310001,0,4.723,4.723
24.320001,0,4.723,4.723
24.330001,0,4.723,4.723
24.340001,0,4.723,4.723
24.350001,0,4.723,4.723
24.360001,0,4.723,4.723
24.370001,0,4.723,4.723
24.380001,0,4.723,4.723
24.390001,0,4.723,4.723
24.400001,0,4.723,4.723
24.410001,0,4.723,4.723
24.420001,0,4.722,4.722
24.430001,0,4.722,4.722
24.440001,0,4.722,4.722
24.450001,0,4.722,4.722
24.460001,0,4.722,4.722
24.470001,0,4.722,4.722
24.480001,0,4.722,4.722
24.490001,0,4.722,4.722
24.500001,0,4.722,4.722
24.510001,0,4.722,4.722
24.520001,0,4.721,4.721
24.530001,0,4.721,4.721
24.540001,0,4.721,4.721
24.550001,0,4.721,4.721
24.560001,0,4.721,4.721
24.570001,0,4.721,4.721
24.580001,0,4.72,4.72
24.590001,0,4.72,4.72
24.600001,0,4.72,4.72
24.610001,0,4.72,4.72
24.620001,0,4.719,4.719
24.630001,0,4.719,4.719
24.640001,0,4.719,4.719
24.650001,0,4.719,4.719
24.660001,0,4.719,4.719
24.670001,0,4.719,4.719
24.680001,0,4.719,4.719
24.690001,0,4.719,4.719
24.700001,0,4.718,4.718
24.710001,0,4.718,4.718
24.720001,0,4.717,4.717
24.730001,0,4.717,4.717
24.740001,0,4.717,4.717
24.750001,0,4.717,4.717
24.760001,0,4.716,4.716
24.770001,0,4.716,4.716
24.780001,0,4.716,4.716
24.790001,0,4.716,4.716
24.800001,0,4.717,4.717
24.810001,0,4.717,4.717
24.820001,0,4.717,4.717
24.830001,0,4.717,4.717
24.840001,0,4.717,4.717
24.850001,0,4.717,4.717
24.860001,0,4.716,4.716
24.870001,0,4.716,4.716
24.880001,0,4.716,4.716
24.890001,0,4.716,4.716
24.900001,0,4.716,4.716
24.910001,0,4.716,4.716
24.920001,0,4.716,4.716
24.930001,0,4.716,4.716
24.940001,0,4.725,4.725
24.950001,0,4.725,4.725
24.960001,0,4.725,4.725
24.970001,0,4.725,4.725
24.980001,0,4.725,4.725
24.990001,0,4.725,4.725
25.000001,0,4.725,4.725
25.010001,0,4.725,4.725
25.020001,0,4.725,4.725
25.030001,0,4.725,4.725
25.040001,0,4.725,4.725
25.050001,0,4.725,4.725
25.060001,0,4.725,4.725
25.070001,0,4.725,4.725
25.080001,0,4.725,4.725
25.090001,0,4.725,4.725
25.100001,0,4.725,4.725
25.110001,0,4.725,4.725
25.120001,0,4.725,4.725
25.130001,0,4.725,4.725
25.140001,0,4.725,4.725
25.150001,0,4.725,4.725
25.160001,0,4.725,4.725
25.170001,0,4.725,4.725
25.180001,0,4.725,4.725
25.190001,0,4.725,4.725
25.200001,0,4.725,4.725
25.210001,0,4.725,4.725
25.220001,0,4.725,4.725
25.230001,0,4.725,4.725
25.240001,0,4.725,4.725
25.250001,0,4.725,4.725
25.260001,0,4.725,4.725
25.270001,0,4.725,4.725
25.280001,0,4.768,4.768
25.290001,0,4.768,4.768
25.300001,0,4.768,4.768
25.310001,0,4.768,4.768
25.320001,0,4.768,4.768
25.330001,0,4.768,4.768
25.340001,0,4.768,4.768
25.350001,0,4.768,4.768
25.360001,0,4.768,4.768
25.370001,0,4.768,4.768
25.380001,0,4.768,4.768
25.390001,0,4.768,4.768
25.400001,0,4.765,4.765
25.410001,0,4.765,4.765
25.420001,0,4.765,4.765
25.430001,0,4.765,4.765
25.440001,0,4.765,4.765
25.450001,0,4.765,4.765
25.460001,0,4.765,4.765
25.470001,0,4.765,4.765
25.480001,0,4.765,4.765
25.490001,0,4.765,4.765
25.500001,0,4.765,4.765
25.510001,0,4.765,4.765
25.520001,0,4.764,4.764
25.530001,0,4.764,4.764
25.540001,0,4.764,4.764
25.550001,0,4.764,4.764
25.560001,0,4.764,4.764
25.570001,0,4.764,4.764
25.580001,0,4.763,4.763
25.590001,0,4.763,4.763
25.600001,0,4.763,4.763
25.610001,0,4.763,4.763
25.620001,0,4.761,4.761
25.630001,0,4.761,4.761
25.640001,0,4.761,4.761
25.650001,0,4.761,4.761
25.660001,0,4.761,4.761
25.670001,0,4.761,4.761
25.680001,0,4.76,4.76
25.690001,0,4.76,4.76
25.700001,0,4.76,4.76
25.710001,0,4.76,4.76
25.720001,0,4.759,4.759
25.730001,0,4.759,4.759
25.740001,0,4.759,4.759
25.750001,0,4.759,4.759
25.760001,0,4.759,4.759
25.770001,0,4.759,4.759
25.780001,0,4.758,4.758
25.790001,0,4.758,4.758
25.800001,0,4.758,4.758
25.810001,0,4.758,4.758
25.820001,0,4.757,4.757
25.830001,0,4.757,4.757
25.840001,0,4.757,4.757
25.850001,0,4.757,4.757
25.860001,0,4.757,4.757
25.870001,0,4.757,4.757
25.880001,0,4.757,4.757
25.890001,0,4.757,4.757
25.900001,0,4.755,4.755
25.910001,0,4.755,4.755
25.920001,0,4.755,4.755
25.930001,0,4.755,4.755
25.940001,0,4.753,4.753
25.950001,0,4.753,4.753
25.960001,0,4.751,4.751
25.970001,0,4.751,4.751
25.980001,0,4.751,4.751
25.990001,0,4.751,4.751
26.000001,0,4.751,4.751
26.010001,0,4.751,4.751
26.020001,0,4.751,4.751
26.030001,0,4.751,4.751
26.040001,0,4.751,4.751
26.050001,0,4.751,4.751
26.060001,0,4.751,4.751
26.070001,0,4.751,4.751
26.080001,0,4.751,4.751
26.090001,0,4.751,4.751
26.100001,0,4.749,4.749
26.110001,0,4.749,4.749
26.120001,0,4.748,4.748
26.130001,0,4.748,4.748
26.140001,0,4.748,4.748
26.150001,0,4.748,4.748
26.160001,0,4.747,4.747
26.170001,0,4.747,4.747
26.180001,0,4.745,4.745
26.190001,0,4.745,4.745
26.200001,0,4.745,4.745
26.210001,0,4.745,4.745
26.220001,0,4.745,4.745
26.230001,0,4.745,4.745
26.240001,0,4.745,4.745
26.250001,0,4.745,4.745
26.260001,0,4.744,4.744
26.270001,0,4.744,4.744
26.280001,0,4.743,4.743
26.290001,0,4.743,4.743
26.300001,0,4.743,4.743
26.310001,0,4.743,4.743
26.320001,0,4.742,4.742
26.330001,0,4.742,4.742
26.340001,0,4.742,4.742
26.350001,0,4.742,4.742
26.360001,0,4.742,4.742
26.370001,0,4.742,4.742
26.380001,0,4.742,4.742
26.390001,0,4.742,4.742
26.400001,0,4.742,4.742
26.410001,0,4.742,4.742
26.420001,0,4.742,4.742
26.430001,0,4.742,4.742
26.440001,0,4.742,4.742
26.450001,0,4.742,4.742
26.460001,0,4.743,4.743
26.470001,0,4.743,4.743
26.480001,0,4.743,4.743
26.490001,0,4.743,4.743
26.500001,0,4.743,4.743
26.510001,0,4.743,4.743
26.520001,0,4.744,4.744
26.530001,0,4.744,4.744
26.540001,0,4.744,4.744
26.550001,0,4.744,4.744
26.560001,0,4.744,4.744
26.570001,0,4.744,4.744
26.580001,0,4.744,4.744
26.590001,0,4.744,4.744
26.600001,0,4.744,4.744
26.610001,0,4.744,4.744
26.620001,0,4.744,4.744
26.630001,0,4.744,4.744
26.640001,0,4.744,4.744
26.650001,0,4.744,4.744
26.660001,0,4.743,4.743
26.670001,0,4.743,4.743
26.680001,0,4.743,4.743
26.690001,0,4.743,4.743
26.700001,0,4.743,4.743
26.710001,0,4.743,4.743
26.720001,0,4.743,4.743
26.730001,0,4.743,4.743
26.740001,0,4.742,4.742
26.750001,0,4.742,4.742
26.760001,0,4.742,4.742
26.770001,0,4.742,4.742
26.780001,0,4.742,4.742
26.790001,0,4.742,4.742
26.800001,0,4.742,4.742
26.810001,0,4.742,4.742
26.820001,0,4.741,4.741
26.830001,0,4.741,4.741
26.840001,0,4.741,4.741
26.850001,0,4.741,4.741
26.860001,0,4.74,4.74
26.870001,0,4.74,4.74
26.880001,0,4.74,4.74
26.890001,0,4.74,4.74
26.900001,0,4.739,4.739
26.910001,0,4.739,4.739
26.920001,0,4.738,4.738
26.930001,0,4.738,4.738
26.940001,0,4.736,4.736
26.950001,0,4.736,4.736
26.960001,0,4.735,4.735
26.970001,0,4.735,4.735
26.980001,0,4.735,4.735
26.990001,0,4.735,4.735
27.000001,0,4.735,4.735
27.010001,0,4.735,4.735
27.020001,0,4.735,4.735
27.030001,0,4.735,4.735
27.040001,0,4.735,4.735
27.050001,0,4.735,4.735
27.060001,0,4.735,4.735
27.070001,0,4.735,4.735
27.080001,0,4.735,4.735
27.090001,0,4.735,4.735
27.100001,0,4.735,4.735
27.110001,0,4.735,4.735
27.120001,0,4.735,4.735
27.130001,0,4.735,4.735
27.140001,0,4.735,4.735
27.150001,0,4.735,4.735
27.160001,0,4.735,4.735
27.170001,0,4.735,4.735
27.180001,0,4.735,4.735
27.190001,0,4.735,4.735
27.200001,0,4.736,4.736
27.210001,0,4.736,4.736
27.220001,0,4.736,4.736
27.230001,0,4.736,4.736
27.240001,0,4.736,4.736
27.250001,0,4.736,4.736
27.260001,0,4.738,4.738
27.270001,0,4.738,4.738
27.280001,0,4.738,4.738
27.290001,0,4.738,4.738
27.300001,0,4.738,4.738
27.310001,0,4.738,4.738
27.320001,0,4.738,4.738
27.330001,0,4.738,4.738
27.340001,0,4.737,4.737
27.350001,0,4.737,4.737
27.360001,0,4.737,4.737
27.370001,0,4.737,4.737
27.380001,0,4.737,4.737
27.390001,0,4.737,4.737
27.400001,0,4.737,4.737
27.410001,0,4.737,4.737
27.420001,0,4.737,4.737
27.430001,0,4.737,4.737
27.440001,0,4.737,4.737
27.450001,0,4.737,4.737
27.460001,0,4.737,4.737
27.470001,0,4.737,4.737
27.480001,0,4.736,4.736
27.490001,0,4.736,4.736
27.500001,0,4.736,4.736
27.510001,0,4.736,4.736
27.520001,0,4.736,4.736
27.530001,0,4.736,4.736
27.540001,0,4.736,4.736
27.550001,0,4.736,4.736
27.560001,0,4.735,4.735
27.570001,0,4.735,4.735
27.580001,0,4.735,4.735
27.590001,0,4.735,4.735
27.600001,0,4.735,4.735
27.610001,0,4.735,4.735
27.620001,0,4.735,4.735
27.630001,0,4.735,4.735
27.640001,0,4.734,4.734
27.650001,0,4.734,4.734
27.660001,0,4.733,4.733
27.670001,0,4.733,4.733
27.680001,0,4.731,4.731
27.690001,0,4.731,4.731
27.700001,0,4.731,4.731
27.710001,0,4.731,4.731
27.720001,0,4.731,4.731
27.730001,0,4.731,4.731
27.740001,0,4.731,4.731
27.750001,0,4.731,4.731
27.760001,0,4.731,4.731
27.770001,0,4.731,4.731
27.780001,0,4.731,4.731
27.790001,0,4.731,4.731
27.800001,0,4.731,4.731
27.810001,0,4.731,4.731
27.820001,0,4.731,4.731
27.830001,0,4.731,4.731
27.840001,0,4.73,4.73
27.850001,0,4.73,4.73
27.860001,0,4.73,4.73
27.870001,0,4.73,4.73
27.880001,0,4.73,4.73
27.890001,0,4.73,4.73
27.900001,0,4.73,4.73
27.910001,0,4.73,4.73
27.920001,0,4.73,4.73
27.930001,0,4.73,4.73
27.940001,0,4.73,4.73
27.950001,0,4.73,4.73
27.960001,0,4.73,4.73
27.970001,0,4.73,4.73
27.980001,0,4.73,4.73
27.990001,0,4.73,4.73
28.000001,0,4.73,4.73
28.010001,0,4.73,4.73
28.020001,0,4.731,4.731
28.030001,0,4.731,4.731
28.040001,0,4.731,4.731
28.050001,0,4.731,4.731
28.060001,0,4.731,4.731
28.070001,0,4.731,4.731
28.080001,0,4.731,4.731
28.090001,0,4.731,4.731
28.100001,0,4.731,4.731
28.110001,0,4.731,4.731
28.120001,0,4.731,4.731
28.130001,0,4.731,4.731
28.140001,0,4.731,4.731
28.150001,0,4.731,4.731
28.160001,0,4.73,4.73
28.170001,0,4.73,4.73
28.180001,0,4.73,4.73
28.190001,0,4.73,4.73
28.200001,0,4.73,4.73
28.210001,0,4.73,4.73
28.220001,0,4.73,4.73
28.230001,0,4.73,4.73
28.240001,0,4.73,4.73
28.250001,0,4.73,4.73
28.260001,0,4.73,4.73
28.270001,0,4.73,4.73
28.280001,0,4.729,4.729
28.290001,0,4.729,4.729
28.300001,0,4.729,4.729
28.310001,0,4.729,4.729
28.320001,0,4.729,4.729
28.330001,0,4.729,4.729
28.340001,0,4.729,4.729
28.350001,0,4.729,4.729
28.360001,0,4.728,4.728
28.370001,0,4.728,4.728
28.380001,0,4.728,4.728
28.390001,0,4.728,4.728
28.400001,0,4.728,4.728
28.410001,0,4.728,4.728
28.420001,0,4.727,4.727
28.430001,0,4.727,4.727
28.440001,0,4.727,4.727
28.450001,0,4.727,4.727
28.460001,0,4.725,4.725
28.470001,0,4.725,4.725
28.480001,0,4.724,4.724
28.490001,0,4.724,4.724
28.500001,0,4.723,4.723
28.510001,0,4.723,4.723
28.520001,0,4.721,4.721
28.530001,0,4.721,4.721
28.540001,0,4.721,4.721
28.550001,0,4.721,4.721
28.560001,0,4.721,4.721
28.570001,0,4.721,4.721
28.580001,0,4.72,4.72
28.590001,0,4.72,4.72
28.600001,0,4.719,4.719
28.610001,0,4.719,4.719
28.620001,0,4.718,4.718
28.630001,0,4.718,4.718
28.640001,0,4.718,4.718
28.650001,0,4.718,4.718
28.660001,0,4.717,4.717
28.670001,0,4.717,4.717
28.680001,0,4.716,4.716
28.690001,0,4.716,4.716
28.700001,0,4.716,4.716
28.710001,0,4.716,4.716
28.720001,0,4.716,4.716
28.730001,0,4.716,4.716
28.740001,0,4.715,4.715
28.750001,0,4.715,4.715
28.760001,0,4.714,4.714
28.770001,0,4.714,4.714
28.780001,0,4.713,4.713
28.790001,0,4.713,4.713
28.800001,0,4.712,4.712
28.810001,0,4.712,4.712
28.820001,0,4.711,4.711
28.830001,0,4.711,4.711
28.840001,0,4.711,4.711
